quote,author,tags,embedding_text
"“You must write every single day of your life... You must lurk in libraries and climb the stacks like ladders to sniff books like perfumes and wear books like hats upon your crazy heads... may you be in love every day for the next 20,000 days. And out of that love, remake a world.”",Ray Bradbury,writing,"Quote: “You must write every single day of your life... You must lurk in libraries and climb the stacks like ladders to sniff books like perfumes and wear books like hats upon your crazy heads... may you be in love every day for the next 20,000 days. And out of that love, remake a world.” Author: Ray Bradbury Tags: writing"
"“It's not the size of the dog in the fight, it's the size of the fight in the dog.”",Mark Twain,"bravery, dog, famous, inspirational, valour","Quote: “It's not the size of the dog in the fight, it's the size of the fight in the dog.” Author: Mark Twain Tags: bravery, dog, famous, inspirational, valour"
"“When you are content to be simply yourself and don't compare or compete, everyone will respect you.”","Lao Tzu,","ataraxy, be-yourself, integrity, self-reliance, self-respect","Quote: “When you are content to be simply yourself and don't compare or compete, everyone will respect you.” Author: Lao Tzu, Tags: ataraxy, be-yourself, integrity, self-reliance, self-respect"
“One wordFrees us of all the weight and pain of life:That word is love.”,Sophocles,"love, pain","Quote: “One wordFrees us of all the weight and pain of life:That word is love.” Author: Sophocles Tags: love, pain"
“Thinking something does not make it true. Wanting something does not make it real.”,"Michelle Hodkin,","inspirational-quotes, mara-dyer, reality, truth","Quote: “Thinking something does not make it true. Wanting something does not make it real.” Author: Michelle Hodkin, Tags: inspirational-quotes, mara-dyer, reality, truth"
"“You know, Hobbes, some days even my lucky rocket ship underpants don't help.”",Bill Watterson,"bad-day, calvin-and-hobbes, luck","Quote: “You know, Hobbes, some days even my lucky rocket ship underpants don't help.” Author: Bill Watterson Tags: bad-day, calvin-and-hobbes, luck"
"“We're staying together,"" he promised. ""You're not getting away from me. Never again.”","Rick Riordan,","annabeth-chase, emotion, heartbreak, love, percy-jackson","Quote: “We're staying together,"" he promised. ""You're not getting away from me. Never again.” Author: Rick Riordan, Tags: annabeth-chase, emotion, heartbreak, love, percy-jackson"
“True love is usually the most inconvenient kind.”,"Kiera Cass,","inconvenient, love, relationship, true-love","Quote: “True love is usually the most inconvenient kind.” Author: Kiera Cass, Tags: inconvenient, love, relationship, true-love"
"“When I was your age, television was called books.”","William Goldman,","book, fantasy, humour","Quote: “When I was your age, television was called books.” Author: William Goldman, Tags: book, fantasy, humour"
"“The greatness of a man is not in how much wealth he acquires, but in his integrity and his ability to affect those around him positively.”",Bob Marley,inspirational-life,"Quote: “The greatness of a man is not in how much wealth he acquires, but in his integrity and his ability to affect those around him positively.” Author: Bob Marley Tags: inspirational-life"
"“From childhood's hour I have not been. As others were, I have not seen. As others saw, I could not awaken. My heart to joy at the same tone. And all I loved, I loved alone.”",Edgar Allan Poe,"heartache, loss, love","Quote: “From childhood's hour I have not been. As others were, I have not seen. As others saw, I could not awaken. My heart to joy at the same tone. And all I loved, I loved alone.” Author: Edgar Allan Poe Tags: heartache, loss, love"
“There are two means of refuge from the misery of life â€” music and cats.”,Albert Schweitzer,"cats, life, music","Quote: “There are two means of refuge from the misery of life â€” music and cats.” Author: Albert Schweitzer Tags: cats, life, music"
"“It gives me strength to have somebody to fight for; I can never fight for myself, but, for others, I can kill.”","Emilie Autumn,","fight, friends, friendship, kill, loyalty, strength","Quote: “It gives me strength to have somebody to fight for; I can never fight for myself, but, for others, I can kill.” Author: Emilie Autumn, Tags: fight, friends, friendship, kill, loyalty, strength"
"“When one tugs at a single thing in nature, he finds it attached to the rest of the world.”",John Muir,inspirational,"Quote: “When one tugs at a single thing in nature, he finds it attached to the rest of the world.” Author: John Muir Tags: inspirational"
"“Ginny!"" said Mr. Weasley, flabbergasted. ""Haven't I taught you anything? What have I always told you? Never trust anything that can think for itself if you can't see where it keeps its brain?”","J.K. Rowling,","humor, trust","Quote: “Ginny!"" said Mr. Weasley, flabbergasted. ""Haven't I taught you anything? What have I always told you? Never trust anything that can think for itself if you can't see where it keeps its brain?” Author: J.K. Rowling, Tags: humor, trust"
"“The love of learning, the sequestered nooks,And all the sweet serenity of books”",Henry Wadsworth Longfellow,"books, learning, love, serenity","Quote: “The love of learning, the sequestered nooks,And all the sweet serenity of books” Author: Henry Wadsworth Longfellow Tags: books, learning, love, serenity"
"“I am always saying ""Glad to've met you"" to somebody I'm not at all glad I met. If you want to stay alive, you have to say that stuff, though.”","J.D. Salinger,","friendship, insincerity, manners","Quote: “I am always saying ""Glad to've met you"" to somebody I'm not at all glad I met. If you want to stay alive, you have to say that stuff, though.” Author: J.D. Salinger, Tags: friendship, insincerity, manners"
"“Children have never been very good at listening to their elders, but they have never failed to imitate them.”",James Baldwin,"parenting, role-models","Quote: “Children have never been very good at listening to their elders, but they have never failed to imitate them.” Author: James Baldwin Tags: parenting, role-models"
"“[D]on't ever apologise to an author for buying something in paperback, or taking it out from a library (that's what they're there for. Use your library). Don't apologise to this author for buying books second hand, or getting them from bookcrossing or borrowing a friend's copy. What's important to me is that people read the books and enjoy them, and that, at some point in there, the book was bought by someone. And that people who like things, tell other people. The most important thing is that people read...”",Neil Gaiman,"books, libraries, library, reading","Quote: “[D]on't ever apologise to an author for buying something in paperback, or taking it out from a library (that's what they're there for. Use your library). Don't apologise to this author for buying books second hand, or getting them from bookcrossing or borrowing a friend's copy. What's important to me is that people read the books and enjoy them, and that, at some point in there, the book was bought by someone. And that people who like things, tell other people. The most important thing is that people read...” Author: Neil Gaiman Tags: books, libraries, library, reading"
“The brick walls are there for a reason. The brick walls are not there to keep us out. The brick walls are there to give us a chance to show how badly we want something. Because the brick walls are there to stop the people who donâ€™t want it badly enough. Theyâ€™re there to stop the other people.”,"Randy Pausch,","barriers, challenges, failure, failures, inspirational, perseverance","Quote: “The brick walls are there for a reason. The brick walls are not there to keep us out. The brick walls are there to give us a chance to show how badly we want something. Because the brick walls are there to stop the people who donâ€™t want it badly enough. Theyâ€™re there to stop the other people.” Author: Randy Pausch, Tags: barriers, challenges, failure, failures, inspirational, perseverance"
“You can make anything by writing.”,C.S. Lewis,writing,Quote: “You can make anything by writing.” Author: C.S. Lewis Tags: writing
"“There are only the pursued, the pursuing, the busy and the tired.”","F. Scott Fitzgerald,",demographics,"Quote: “There are only the pursued, the pursuing, the busy and the tired.” Author: F. Scott Fitzgerald, Tags: demographics"
“You are not entitled to your opinion. You are entitled to your informed opinion. No one is entitled to be ignorant.”,Harlan Ellison,"ignorance, intelligence, opinions, stupidity","Quote: “You are not entitled to your opinion. You are entitled to your informed opinion. No one is entitled to be ignorant.” Author: Harlan Ellison Tags: ignorance, intelligence, opinions, stupidity"
"“And all the books you've read have been read by other people. And all the songs you've loved have been heard by other people. And that girl that's pretty to you is pretty to other people. and that if you looked at these facts when you were happy, you would feel great because you are describing 'unity.”","Stephen Chbosky,","common-experience, unity","Quote: “And all the books you've read have been read by other people. And all the songs you've loved have been heard by other people. And that girl that's pretty to you is pretty to other people. and that if you looked at these facts when you were happy, you would feel great because you are describing 'unity.” Author: Stephen Chbosky, Tags: common-experience, unity"
"“Trust your heart if the seas catch fire, live by love though the stars walk backward.”",E.E. Cummings,"decisions, love, stars, taking-chances","Quote: “Trust your heart if the seas catch fire, live by love though the stars walk backward.” Author: E.E. Cummings Tags: decisions, love, stars, taking-chances"
"“Friendship- my definition- is built on two things. Respect and trust. Both elements have to be there. And it has to be mutual. You can have respect for someone, but if you don't have trust, the friendship will crumble.”","Stieg Larsson,","friendship, incredibly-true, mutuality, reciprocity, respect, trust","Quote: “Friendship- my definition- is built on two things. Respect and trust. Both elements have to be there. And it has to be mutual. You can have respect for someone, but if you don't have trust, the friendship will crumble.” Author: Stieg Larsson, Tags: friendship, incredibly-true, mutuality, reciprocity, respect, trust"
"“When everything goes to hell, the people who stand by you without flinching -- they are your family. ”",Jim Butcher,family,"Quote: “When everything goes to hell, the people who stand by you without flinching -- they are your family. ” Author: Jim Butcher Tags: family"
“Black holes are where God divided by zero.”,Albert Einstein,humor,Quote: “Black holes are where God divided by zero.” Author: Albert Einstein Tags: humor
"“Life is not a matter of holding good cards, but of playing a poor hand well.”",Robert Louis Stevenson,life,"Quote: “Life is not a matter of holding good cards, but of playing a poor hand well.” Author: Robert Louis Stevenson Tags: life"
"“Jace shook his blond head in exasperation. ""You had to make a crazy jail friend, didn't you? You couldn't just count ceiling tiles or tame a pet mouse like normal prisoners do?”","Cassandra Clare,","humor, jace","Quote: “Jace shook his blond head in exasperation. ""You had to make a crazy jail friend, didn't you? You couldn't just count ceiling tiles or tame a pet mouse like normal prisoners do?” Author: Cassandra Clare, Tags: humor, jace"
“If Iâ€™m honest I have to tell you I still read fairy-tales and I like them best of all.”,Audrey Hepburn,fairy-tales,Quote: “If Iâ€™m honest I have to tell you I still read fairy-tales and I like them best of all.” Author: Audrey Hepburn Tags: fairy-tales
"“If you have a sister and she dies, do you stop saying you have one? Or are you always a sister, even when the other half of the equation is gone?”","Jodi Picoult,","death, loss, sisters","Quote: “If you have a sister and she dies, do you stop saying you have one? Or are you always a sister, even when the other half of the equation is gone?” Author: Jodi Picoult, Tags: death, loss, sisters"
"“Reading is the sole means by which we slip, involuntarily, often helplessly, into another's skin, another's voice, another's soul.”",Joyce Carol Oates,reading,"Quote: “Reading is the sole means by which we slip, involuntarily, often helplessly, into another's skin, another's voice, another's soul.” Author: Joyce Carol Oates Tags: reading"
"“Therefore, dear Sir, love your solitude and try to sing out with the pain it causes you. For those who are near you are far away... and this shows that the space around you is beginning to grow vast.... be happy about your growth, in which of course you can't take anyone with you, and be gentle with those who stay behind; be confident and calm in front of them and don't torment them with your doubts and don't frighten them with your faith or joy, which they wouldn't be able to comprehend. Seek out some simple and true feeling of what you have in common with them, which doesn't necessarily have to alter when you yourself change again and again; when you see them, love life in a form that is not your own and be indulgent toward those who are growing old, who are afraid of the aloneness that you trust.... and don't expect any understanding; but believe in a love that is being stored up for you like an inheritance, and have faith that in this love there is a strength and a blessing so large that you can travel as far as you wish without having to step outside it.”","Rainer Maria Rilke,","aloneness, change, common-ground, faith, love, loved-ones, relationships, solitude","Quote: “Therefore, dear Sir, love your solitude and try to sing out with the pain it causes you. For those who are near you are far away... and this shows that the space around you is beginning to grow vast.... be happy about your growth, in which of course you can't take anyone with you, and be gentle with those who stay behind; be confident and calm in front of them and don't torment them with your doubts and don't frighten them with your faith or joy, which they wouldn't be able to comprehend. Seek out some simple and true feeling of what you have in common with them, which doesn't necessarily have to alter when you yourself change again and again; when you see them, love life in a form that is not your own and be indulgent toward those who are growing old, who are afraid of the aloneness that you trust.... and don't expect any understanding; but believe in a love that is being stored up for you like an inheritance, and have faith that in this love there is a strength and a blessing so large that you can travel as far as you wish without having to step outside it.” Author: Rainer Maria Rilke, Tags: aloneness, change, common-ground, faith, love, loved-ones, relationships, solitude"
“Being a writer is a very peculiar sort of a job: it's always you versus a blank sheet of paper (or a blank screen) and quite often the blank piece of paper wins.”,Neil Gaiman,writing,Quote: “Being a writer is a very peculiar sort of a job: it's always you versus a blank sheet of paper (or a blank screen) and quite often the blank piece of paper wins.” Author: Neil Gaiman Tags: writing
"“No matter how careful you are, there's going to be the sense you missed something, the collapsed feeling under your skin that you didn't experience it all. There's that fallen heart feeling that you rushed right through the moments where you should've been paying attention.Well, get used to that feeling. That's how your whole life will feel some day.This is all practice.”","Chuck Palahniuk,",life,"Quote: “No matter how careful you are, there's going to be the sense you missed something, the collapsed feeling under your skin that you didn't experience it all. There's that fallen heart feeling that you rushed right through the moments where you should've been paying attention.Well, get used to that feeling. That's how your whole life will feel some day.This is all practice.” Author: Chuck Palahniuk, Tags: life"
"“Behind every beautiful thing, there's some kind of pain.”",Bob Dylan,"beautiful, behind, kind, of, pain, thing","Quote: “Behind every beautiful thing, there's some kind of pain.” Author: Bob Dylan Tags: beautiful, behind, kind, of, pain, thing"
"“What happened down in the dungeons between you and Professor Quirrell is a complete secret, so, naturally the whole school knows.”","J. K. Rowling,",dumbledore,"Quote: “What happened down in the dungeons between you and Professor Quirrell is a complete secret, so, naturally the whole school knows.” Author: J. K. Rowling, Tags: dumbledore"
"“Writing is like sex. First you do it for love, then you do it for your friends, and then you do it for money.”",Virginia Woolf,writing,"Quote: “Writing is like sex. First you do it for love, then you do it for your friends, and then you do it for money.” Author: Virginia Woolf Tags: writing"
"“My name is Celaena Sardothien. But it makes no difference if my name's Celaena or Lillian or Bitch, because I'd still beat you, no matter what you call me.”","Sarah J. Maas,",assassin,"Quote: “My name is Celaena Sardothien. But it makes no difference if my name's Celaena or Lillian or Bitch, because I'd still beat you, no matter what you call me.” Author: Sarah J. Maas, Tags: assassin"
"“When I saw you I fell in love, and you smiled because you knew.”",Arrigo Boito,love,"Quote: “When I saw you I fell in love, and you smiled because you knew.” Author: Arrigo Boito Tags: love"
“Books have to be heavy because the whole world's inside them.”,"Cornelia Funke,",inkheart,"Quote: “Books have to be heavy because the whole world's inside them.” Author: Cornelia Funke, Tags: inkheart"
"“please believe that things are good with me, and even when they're not, they will be soon enough. And i will always believe the same about you.”","Stephen Chbosky,","happiness, inspirational, life","Quote: “please believe that things are good with me, and even when they're not, they will be soon enough. And i will always believe the same about you.” Author: Stephen Chbosky, Tags: happiness, inspirational, life"
“A woman's heart should be so hidden in God that a man has to seek Him just to find her.”,Maya Angelou,inspirational,Quote: “A woman's heart should be so hidden in God that a man has to seek Him just to find her.” Author: Maya Angelou Tags: inspirational
"“Some people have a way with words, and other people...oh, uh, not have way.”",Steve Martin,"humor, words","Quote: “Some people have a way with words, and other people...oh, uh, not have way.” Author: Steve Martin Tags: humor, words"
"“It ain't what they call you, it's what you answer to.”",W.C. Fields,"labels, names","Quote: “It ain't what they call you, it's what you answer to.” Author: W.C. Fields Tags: labels, names"
“It's hard to enjoy practical jokes when your whole life feels like one.”,"Rick Riordan,","enjoy, humor, joke, prank","Quote: “It's hard to enjoy practical jokes when your whole life feels like one.” Author: Rick Riordan, Tags: enjoy, humor, joke, prank"
"“I've lived through some terrible things in my life, some of which actually happened.”",Mark Twain,humor,"Quote: “I've lived through some terrible things in my life, some of which actually happened.” Author: Mark Twain Tags: humor"
"“The real voyage of discovery consists not in seeking new landscapes, but in having new eyes.”",Marcel Proust,"discovery, travel","Quote: “The real voyage of discovery consists not in seeking new landscapes, but in having new eyes.” Author: Marcel Proust Tags: discovery, travel"
“The best way to find yourself is to lose yourself in the service of others.”,Mahatma Gandhi,"discovery, identity, self-discovery, service","Quote: “The best way to find yourself is to lose yourself in the service of others.” Author: Mahatma Gandhi Tags: discovery, identity, self-discovery, service"
"“Stop comparing yourself to other people, just choose to be happy and live your own life.”","Roy T. Bennett,","happiness, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, life, life-and-living, life-lessons, life-quotes, living, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking","Quote: “Stop comparing yourself to other people, just choose to be happy and live your own life.” Author: Roy T. Bennett, Tags: happiness, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, life, life-and-living, life-lessons, life-quotes, living, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking"
"“I fell in love with her when we were together, then fell deeper in love with her in the years we were apart.”","Nicholas Sparks,","love, separation","Quote: “I fell in love with her when we were together, then fell deeper in love with her in the years we were apart.” Author: Nicholas Sparks, Tags: love, separation"
“The only thing better than imagining Dimitri carrying me in his arms was imagining him shirtless while carrying me in his arms.”,"Richelle Mead,","academy, mead, richelle, vampire","Quote: “The only thing better than imagining Dimitri carrying me in his arms was imagining him shirtless while carrying me in his arms.” Author: Richelle Mead, Tags: academy, mead, richelle, vampire"
“You're a painter. You're a baker. You like to sleep with the windows open. You never take sugar in your tea. And you always double-knot your shoelaces.”,"Suzanne Collins,","katniss-everdeen, peeta-mellark","Quote: “You're a painter. You're a baker. You like to sleep with the windows open. You never take sugar in your tea. And you always double-knot your shoelaces.” Author: Suzanne Collins, Tags: katniss-everdeen, peeta-mellark"
“There is a crack in everything.That's how the light gets in.”,"Leonard Cohen,","hope, light","Quote: “There is a crack in everything.That's how the light gets in.” Author: Leonard Cohen, Tags: hope, light"
"“Stories can conquer fear, you know. They can make the heart bigger.”",Ben Okri,stories,"Quote: “Stories can conquer fear, you know. They can make the heart bigger.” Author: Ben Okri Tags: stories"
"“Forbidden to remember, terrified to forget; it was a hard line to walk.”","Stephenie Meyer,",memory,"Quote: “Forbidden to remember, terrified to forget; it was a hard line to walk.” Author: Stephenie Meyer, Tags: memory"
"“I will love you always. When this red hair is white, I will still love you. When the smooth softness of youth is replaced by the delicate softness of age, I will still want to touch your skin. When your face is full of the lines of every smile you have ever smiled, of every surprise I have seen flash through your eyes, when every tear you have ever cried has left its mark upon your face,I will treasure you all the more, because I was there to see it all. I will share your life with you, Meredith, and I will love you until the last breath leaves your body or mine.”","Laurell K. Hamilton,","inspirational, love, relationships","Quote: “I will love you always. When this red hair is white, I will still love you. When the smooth softness of youth is replaced by the delicate softness of age, I will still want to touch your skin. When your face is full of the lines of every smile you have ever smiled, of every surprise I have seen flash through your eyes, when every tear you have ever cried has left its mark upon your face,I will treasure you all the more, because I was there to see it all. I will share your life with you, Meredith, and I will love you until the last breath leaves your body or mine.” Author: Laurell K. Hamilton, Tags: inspirational, love, relationships"
"“As a woman I have no country. As a woman I want no country. As a woman, my country is the whole world.”",Virginia Woolf,women,"Quote: “As a woman I have no country. As a woman I want no country. As a woman, my country is the whole world.” Author: Virginia Woolf Tags: women"
“The emotion that can break your heart is sometimes the very one that heals it...”,"Nicholas Sparks,","at-first-sight, emotions, healing, heartbreak, love, nicholas, nicholas-sparks, sparks","Quote: “The emotion that can break your heart is sometimes the very one that heals it...” Author: Nicholas Sparks, Tags: at-first-sight, emotions, healing, heartbreak, love, nicholas, nicholas-sparks, sparks"
"“Anyone can hide. Facing up to things, working through them, that's what makes you strong.”",Sarah Dessen,"inspirational, strength, tough-times","Quote: “Anyone can hide. Facing up to things, working through them, that's what makes you strong.” Author: Sarah Dessen Tags: inspirational, strength, tough-times"
"“Don't give in to your fears. If you do, you won't be able to talk to your heart.”","Paulo Coelho,",fear,"Quote: “Don't give in to your fears. If you do, you won't be able to talk to your heart.” Author: Paulo Coelho, Tags: fear"
"“Never be bullied into silence. Never allow yourself to be made a victim. Accept no one's definition of your life, but define yourself.”",Harvey Fierstein,"be-yourself, identity, individuality, inspirational, life, self-determination, self-esteem, self-expression","Quote: “Never be bullied into silence. Never allow yourself to be made a victim. Accept no one's definition of your life, but define yourself.” Author: Harvey Fierstein Tags: be-yourself, identity, individuality, inspirational, life, self-determination, self-esteem, self-expression"
“You are not rich until you have a rich heart.”,"Roy T. Bennett,","heart, inspiration, inspirational, inspirational-quotes, inspire, inspiring, life, life-quotes, living, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking, rich, rich-heart, richness","Quote: “You are not rich until you have a rich heart.” Author: Roy T. Bennett, Tags: heart, inspiration, inspirational, inspirational-quotes, inspire, inspiring, life, life-quotes, living, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking, rich, rich-heart, richness"
“I don't like people who have never fallen or stumbled. Their virtue is lifeless and it isn't of much value. Life hasn't revealed its beauty to them. ”,Boris Pasternak,life,Quote: “I don't like people who have never fallen or stumbled. Their virtue is lifeless and it isn't of much value. Life hasn't revealed its beauty to them. ” Author: Boris Pasternak Tags: life
“You never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.”,Roy T. Bennett,"achievement, change, comfort-zone, courage, dream, dreams, inspiration, inspirational, inspirational-quotes, inspire, inspiring, leader, leaders, leadership, life, life-quotes, living, motivation, motivational, start-up, step-out-of-your-comfort-zone","Quote: “You never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.” Author: Roy T. Bennett Tags: achievement, change, comfort-zone, courage, dream, dreams, inspiration, inspirational, inspirational-quotes, inspire, inspiring, leader, leaders, leadership, life, life-quotes, living, motivation, motivational, start-up, step-out-of-your-comfort-zone"
"“Memories, even your most precious ones, fade surprisingly quickly. But I donâ€™t go along with that. The memories I value most, I donâ€™t ever see them fading.”","Kazuo Ishiguro,",memory,"Quote: “Memories, even your most precious ones, fade surprisingly quickly. But I donâ€™t go along with that. The memories I value most, I donâ€™t ever see them fading.” Author: Kazuo Ishiguro, Tags: memory"
"“1. Be Impeccable With Your WordSpeak with integrity. Say only what you mean. Avoid using the word to speak against yourself or to gossip about others. Use the power of your word in the direction of truth and love. 2. Don't Take Anything PersonallyNothing others do is because of you. What others say and do is a projection of their own reality, their own dream. When you are immune to the opinions and actions of others, you won't be the victim of needless suffering. 3. Don't Make AssumptionsFind the courage to ask questions and to express what you really want. Communicate with others as clearly as you can to avoid misunderstandings, sadness and drama. With just this one agreement, you can completely transform your life. 4. Always Do Your BestYour best is going to change from moment to moment; it will be different when you are healthy as opposed to sick. Under any circumstance, simply do your best, and you will avoid self-judgment, self-abuse and regret.”",Don Miguel Ruiz,"spirituality, toltec-wisdom","Quote: “1. Be Impeccable With Your WordSpeak with integrity. Say only what you mean. Avoid using the word to speak against yourself or to gossip about others. Use the power of your word in the direction of truth and love. 2. Don't Take Anything PersonallyNothing others do is because of you. What others say and do is a projection of their own reality, their own dream. When you are immune to the opinions and actions of others, you won't be the victim of needless suffering. 3. Don't Make AssumptionsFind the courage to ask questions and to express what you really want. Communicate with others as clearly as you can to avoid misunderstandings, sadness and drama. With just this one agreement, you can completely transform your life. 4. Always Do Your BestYour best is going to change from moment to moment; it will be different when you are healthy as opposed to sick. Under any circumstance, simply do your best, and you will avoid self-judgment, self-abuse and regret.” Author: Don Miguel Ruiz Tags: spirituality, toltec-wisdom"
"“When we don't know who to hate, we hate ourselves.”","Chuck Palahniuk,","hate, self-loathing","Quote: “When we don't know who to hate, we hate ourselves.” Author: Chuck Palahniuk, Tags: hate, self-loathing"
"“When the first baby laughed for the first time, its laugh broke into a thousand pieces, and they all went skipping about, and that was the beginning of fairies.”","J.M. Barrie,",happiness,"Quote: “When the first baby laughed for the first time, its laugh broke into a thousand pieces, and they all went skipping about, and that was the beginning of fairies.” Author: J.M. Barrie, Tags: happiness"
"“The more one judges, the less one loves.”","HonorÃ© de Balzac,","human-nature, love","Quote: “The more one judges, the less one loves.” Author: HonorÃ© de Balzac, Tags: human-nature, love"
“Better a cruel truth than a comfortable delusion.”,Edward Abbey,truth,Quote: “Better a cruel truth than a comfortable delusion.” Author: Edward Abbey Tags: truth
"“I must be a mermaid, Rango. I have no fear of depths and a great fear of shallow living.”",Anais Nin,"anais-nin, inspirational, living, mermaids, no-fear, sea","Quote: “I must be a mermaid, Rango. I have no fear of depths and a great fear of shallow living.” Author: Anais Nin Tags: anais-nin, inspirational, living, mermaids, no-fear, sea"
"“Selfishness is not living as one wishes to live, it is asking others to live as one wishes to live.”",Oscar Wilde,selfishness,"Quote: “Selfishness is not living as one wishes to live, it is asking others to live as one wishes to live.” Author: Oscar Wilde Tags: selfishness"
"“Sometimes the Bible in the hand of one man is worse than a whisky bottle in the hand of (another)... There are just some kind of men who - who're so busy worrying about the next world they've never learned to live in this one, and you can look down the street and see the results.”","Harper Lee,","bible, god, hatred, judgement, religion","Quote: “Sometimes the Bible in the hand of one man is worse than a whisky bottle in the hand of (another)... There are just some kind of men who - who're so busy worrying about the next world they've never learned to live in this one, and you can look down the street and see the results.” Author: Harper Lee, Tags: bible, god, hatred, judgement, religion"
"“Do not let the memories of your past limit the potential of your future. There are no limits to what you can achieve on your journey through life, except in your mind.”","Roy T. Bennett,","future, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, life, life-and-living, life-lessons, life-quotes, limit, living, motivation, motivational, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking, potential","Quote: “Do not let the memories of your past limit the potential of your future. There are no limits to what you can achieve on your journey through life, except in your mind.” Author: Roy T. Bennett, Tags: future, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, life, life-and-living, life-lessons, life-quotes, limit, living, motivation, motivational, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking, potential"
“A smile is a curve that sets everything straight.”,Phyllis Diller,humor,Quote: “A smile is a curve that sets everything straight.” Author: Phyllis Diller Tags: humor
"“Remember me and smile, for it's better to forget than to remember me and cry.”",Dr. Seuss,"dr-seuss, goodbye","Quote: “Remember me and smile, for it's better to forget than to remember me and cry.” Author: Dr. Seuss Tags: dr-seuss, goodbye"
"“Let the first act of every morning be to make the following resolve for the day:- I shall not fear anyone on Earth. - I shall fear only God. - I shall not bear ill will toward anyone. - I shall not submit to injustice from anyone. - I shall conquer untruth by truth. And in resisting untruth, I shall put up with all suffering.”",Mahatma Gandhi,"bravery, god, goodness, humanity, justice, kindness, peace, suffering","Quote: “Let the first act of every morning be to make the following resolve for the day:- I shall not fear anyone on Earth. - I shall fear only God. - I shall not bear ill will toward anyone. - I shall not submit to injustice from anyone. - I shall conquer untruth by truth. And in resisting untruth, I shall put up with all suffering.” Author: Mahatma Gandhi Tags: bravery, god, goodness, humanity, justice, kindness, peace, suffering"
"“Did you see that dress?â€� ""I saw the dress.â€� ""Did you like it?â€� He didn't answer. I took that as a yes. ""Am I going to endanger my reputation if I wear it to the dance?â€� When he spoke, I could barely hear him. ""You'll endanger the school.â€� I smiled and fell asleep.”","Richelle Mead,","funny, sweet","Quote: “Did you see that dress?â€� ""I saw the dress.â€� ""Did you like it?â€� He didn't answer. I took that as a yes. ""Am I going to endanger my reputation if I wear it to the dance?â€� When he spoke, I could barely hear him. ""You'll endanger the school.â€� I smiled and fell asleep.” Author: Richelle Mead, Tags: funny, sweet"
“One person's craziness is another person's reality.”,Tim Burton,"craziness, insanity, perspective, reality, sanity","Quote: “One person's craziness is another person's reality.” Author: Tim Burton Tags: craziness, insanity, perspective, reality, sanity"
"“You are not special. You're not a beautiful and unique snowflake. You're the same decaying organic matter as everything else. We're all part of the same compost heap. We're all singing, all dancing crap of the world.”","Chuck Palahniuk,",unique,"Quote: “You are not special. You're not a beautiful and unique snowflake. You're the same decaying organic matter as everything else. We're all part of the same compost heap. We're all singing, all dancing crap of the world.” Author: Chuck Palahniuk, Tags: unique"
"“I kept always two books in my pocket, one to read, one to write in.”","Robert Louis Stevenson,","books, inspirational, on-writing, reading","Quote: “I kept always two books in my pocket, one to read, one to write in.” Author: Robert Louis Stevenson, Tags: books, inspirational, on-writing, reading"
"“That's the thing about depression: A human being can survive almost anything, as long as she sees the end in sight. But depression is so insidious, and it compounds daily, that it's impossible to ever see the end.”","Elizabeth Wurtzel,",depression,"Quote: “That's the thing about depression: A human being can survive almost anything, as long as she sees the end in sight. But depression is so insidious, and it compounds daily, that it's impossible to ever see the end.” Author: Elizabeth Wurtzel, Tags: depression"
"“If I had my life to live over again, I would have made a rule to read some poetry and listen to some music at least once every week.”","Charles Darwin,","arts, life, music, poetry","Quote: “If I had my life to live over again, I would have made a rule to read some poetry and listen to some music at least once every week.” Author: Charles Darwin, Tags: arts, life, music, poetry"
"“May it be a light to you in dark places, when all other lights go out.”","J.R.R. Tolkien,","benediction, gift, light","Quote: “May it be a light to you in dark places, when all other lights go out.” Author: J.R.R. Tolkien, Tags: benediction, gift, light"
"“They always say time changes things, but you actually have to change them yourself.”","Andy Warhol,","change, initiative, time","Quote: “They always say time changes things, but you actually have to change them yourself.” Author: Andy Warhol, Tags: change, initiative, time"
